eid,b1_mctype,b2_mctype,b1tau_mctype,b2tau_mctype
5819,Dstarl,Had,NoTau,NoTau
5820,Dstarl,Dstarl,NoTau,NoTau
5821,Had,Dstarl,NoTau,NoTau
5822,Had,Dl,NoTau,NoTau
5823,Had,Dstarstar_res,NoTau,NoTau
5824,Dl,Had,NoTau,NoTau
5825,Dstarl,Dl,NoTau,NoTau
5826,Dstarstar_res,Had,NoTau,NoTau
5827,Dstarl,Dstarl,NoTau,NoTau
5828,Dstarl,Dl,NoTau,NoTau
5829,Had,Dstartau,NoTau,tau_h
5830,Dstarl,Dstarstar_res,NoTau,NoTau
5831,Dl,Dstarl,NoTau,NoTau
5832,Dstarstar_res,Dstarstar_res,NoTau,NoTau
5833,Dstarl,Dl,NoTau,NoTau
5834,Dstarl,Had,NoTau,NoTau
5835,Dstarstar_res,Dstarl,NoTau,NoTau
5836,Dstarl,Dstarl,NoTau,NoTau
5837,Had,Dstarl,NoTau,NoTau
5838,Had,Dstarstar_res,NoTau,NoTau
5839,Dstarl,Dstarstar_res,NoTau,NoTau
5840,Dl,Dstarstar_res,NoTau,NoTau
5841,Dstarl,Dstarstar_nonres,NoTau,NoTau
5842,Dstarl,Had,NoTau,NoTau
5843,Dl,Dl,NoTau,NoTau
5844,Dl,Had,NoTau,NoTau
5845,Had,Dl,NoTau,NoTau
5846,Dl,Dstarstar_res,NoTau,NoTau
5847,Had,Had,NoTau,NoTau
5848,Dstarl,Dstarstar_res,NoTau,NoTau
5849,Had,Dstarl,NoTau,NoTau
5850,Dstarl,Had,NoTau,NoTau
5851,Dstarl,SL,NoTau,NoTau
5852,Had,Had,NoTau,NoTau
5853,Dstarl,Dstarstar_res,NoTau,NoTau
5854,Dstarl,Dstarl,NoTau,NoTau
5855,Dstarl,Dstarl,NoTau,NoTau
5856,Dstarl,Dstarstar_res,NoTau,NoTau
5857,Dstarl,Had,NoTau,NoTau
5858,Dstarstar_res,Dstarl,NoTau,NoTau
5859,Dl,Dstarstar_res,NoTau,NoTau
5860,Had,Had,NoTau,NoTau
5861,Dstarl,Had,NoTau,NoTau
5862,Had,Dstarl,NoTau,NoTau
5863,Dstarstar_res,Had,NoTau,NoTau
5864,Had,Had,NoTau,NoTau
5865,Had,Had,NoTau,NoTau
5866,Dstarl,Dstarstar_res,NoTau,NoTau
5867,Dstarl,Dstarl,NoTau,NoTau
5868,Had,Had,NoTau,NoTau
5869,Dstarstar_res,Had,NoTau,NoTau
5870,Dstarstar_res,Had,NoTau,NoTau
5871,Dstarstar_res,Dstarl,NoTau,NoTau
5872,Dstarl,Had,NoTau,NoTau
5873,Had,Dstarl,NoTau,NoTau
5874,Had,Had,NoTau,NoTau
5875,Dstarl,Dstarl,NoTau,NoTau
5876,Dl,Dstarl,NoTau,NoTau
5877,Dstarl,Dstarstar_res,NoTau,tau_h
5878,Had,Had,NoTau,NoTau
5879,Dstarstar_res,Dstarl,NoTau,NoTau
5880,Dstarl,Dl,NoTau,NoTau
5881,Had,Dl,NoTau,NoTau
5882,Dl,Dstarstar_res,NoTau,NoTau
5883,Had,Dstarstar_nonres,NoTau,NoTau
5884,Had,Had,NoTau,NoTau
5885,Dstarl,Had,NoTau,NoTau
5886,Dstarl,Had,NoTau,NoTau
5887,Dstarl,Had,NoTau,NoTau
5888,Had,Dstarl,NoTau,NoTau
5889,Had,Had,NoTau,NoTau
5890,Dstarl,Dstarstar_res,NoTau,NoTau
5891,Dstarstar_res,Had,NoTau,NoTau
5892,Had,Had,NoTau,NoTau
5893,Dstarl,Dstarl,NoTau,NoTau
5894,Dstarl,Had,NoTau,NoTau
5895,Dstartau,Dstarl,tau_h,NoTau
5896,Had,Dstarl,NoTau,NoTau
5897,Dstarl,Dstarl,NoTau,NoTau
5898,Had,Dstarl,NoTau,NoTau
5899,Dstarstar_res,SL,NoTau,NoTau
5900,Dstarl,Dstarl,NoTau,NoTau
5901,Dstarl,Dl,NoTau,NoTau
5902,Dstarl,Had,NoTau,NoTau
5903,Dstarl,Dstarstar_res,NoTau,NoTau
5904,Had,Dstarl,NoTau,NoTau
5905,Had,Dstarl,NoTau,NoTau
5906,Dstarl,Dstarstar_res,NoTau,NoTau
5907,Dstarl,Dstarl,NoTau,NoTau
5908,Dstarl,Had,NoTau,NoTau
5909,Had,Dstarl,NoTau,NoTau
5910,Had,Dstartau,NoTau,tau_h
5911,Dstartau,Dstarl,tau_h,NoTau
5912,Had,Dl,NoTau,NoTau
5913,Had,Had,NoTau,NoTau
5914,Had,Had,NoTau,NoTau
5915,SL,Dl,NoTau,NoTau
5916,Dstarl,Dstarl,NoTau,NoTau
5917,Dl,Dstarl,NoTau,NoTau
5918,Dl,Dstarstar_res,NoTau,NoTau
5919,Dstarstar_res,Dl,NoTau,NoTau
5920,Dl,Had,NoTau,NoTau
5921,Dstarl,Dstarl,NoTau,NoTau
5922,Dstarl,Dstartau,NoTau,tau_h
5923,Dstarl,Had,NoTau,NoTau
5924,Had,Had,NoTau,NoTau
5925,Had,Dstarl,NoTau,NoTau
5926,Dl,Had,NoTau,NoTau
5927,Dstarstar_res,Dstarl,NoTau,NoTau
5928,Dstarl,Dstarl,NoTau,NoTau
5929,Dstarstar_res,Had,NoTau,NoTau
5930,Dstarl,Had,NoTau,NoTau
5931,Dstarl,Had,NoTau,NoTau
5932,Dl,Had,NoTau,NoTau
5933,Dstarstar_res,Had,NoTau,NoTau
5934,Dstarl,Had,NoTau,NoTau
5935,Had,Dstarl,NoTau,NoTau
5936,Dstarl,Had,NoTau,NoTau
5937,Dstarl,Had,NoTau,NoTau
5938,Had,Dstarl,NoTau,NoTau
5939,Dl,Had,NoTau,NoTau
5940,Dl,Dstarl,NoTau,NoTau
5941,Dstarl,Dstarl,NoTau,NoTau
5942,Dstarl,Dl,NoTau,NoTau
5943,Had,Dstarl,NoTau,NoTau
5944,Dl,Dstarstar_res,NoTau,NoTau
5945,Dstarl,Had,NoTau,NoTau
5946,Dstarl,Dstarl,NoTau,NoTau
5947,Had,Dstarstar_res,NoTau,tau_h
5948,Dl,Had,NoTau,NoTau
5949,Dstarstar_res,Had,NoTau,NoTau
5950,Dstarl,Dstarl,NoTau,NoTau
5951,Had,Dl,NoTau,NoTau
5952,Had,Dstarstar_res,NoTau,NoTau
5953,Had,Dl,NoTau,NoTau
5954,Dstarl,Dstarl,NoTau,NoTau
5955,Dl,Dstarl,NoTau,NoTau
5956,Dstarl,Had,NoTau,NoTau
5957,Dstarl,Dl,NoTau,NoTau
5958,Dstarstar_nonres,Had,NoTau,NoTau
5959,Had,Dstarstar_res,NoTau,NoTau
5960,Dl,Dstarstar_nonres,NoTau,NoTau
5961,Dstarl,Dstarl,NoTau,NoTau
5962,Had,Dstarl,NoTau,NoTau
5963,Dstarl,Dl,NoTau,NoTau
5964,Dstarl,Had,NoTau,NoTau
5965,Dl,Dstarstar_nonres,NoTau,NoTau
5966,Had,Had,NoTau,NoTau
5967,Had,Dstarstar_res,NoTau,NoTau
5968,Had,Dstarl,NoTau,NoTau
5969,Had,Dstarstar_res,NoTau,NoTau
5970,Had,Had,NoTau,NoTau
5971,Had,Dstarstar_res,NoTau,NoTau
5972,Dstarl,Had,NoTau,NoTau
5973,Dstarl,Had,NoTau,NoTau
5974,Dl,Dl,NoTau,NoTau
5975,Had,Dl,NoTau,NoTau
5976,Had,Had,NoTau,NoTau
5977,Dstarl,Had,NoTau,NoTau
5978,Dl,Dl,NoTau,NoTau
5979,Had,Dstarl,NoTau,NoTau
5980,Dstarl,Had,NoTau,NoTau
5981,Dstarl,Had,NoTau,NoTau
5982,Dstartau,Had,tau_h,NoTau
5983,Had,Had,NoTau,NoTau
5984,Dstarstar_res,Dstarstar_res,NoTau,NoTau
5985,Had,Had,NoTau,NoTau
5986,Dstarl,Had,NoTau,NoTau
5987,Had,Dl,NoTau,NoTau
5988,Had,Dstarl,NoTau,NoTau
5989,Had,Dstarl,NoTau,NoTau
5990,Had,Dstarl,NoTau,NoTau
5991,Dstarl,Had,NoTau,NoTau
5992,Had,Had,NoTau,NoTau
5993,Dstarl,Dl,NoTau,NoTau
5994,Dstarl,Dstarstar_res,NoTau,tau_h
5995,Dstarl,Had,NoTau,NoTau
5996,Had,Dl,NoTau,NoTau
5997,Dstarl,Dstarstar_res,NoTau,NoTau
5998,Had,Had,NoTau,NoTau
5999,Dl,Had,NoTau,NoTau
6000,Had,Dstarl,NoTau,NoTau
6001,Dstarl,Dl,NoTau,NoTau
6002,Had,Dstarstar_res,NoTau,NoTau
6003,Had,Dtau,NoTau,tau_h
6004,Dstarstar_res,Dstarl,NoTau,NoTau
6005,Had,Dstarl,NoTau,NoTau
6006,Dstarstar_res,Dstartau,NoTau,tau_h
6007,Had,Dl,NoTau,NoTau
6008,Dstarl,Dstarl,NoTau,NoTau
6009,Dstarl,Dstarl,NoTau,NoTau
6010,Dstarl,Had,NoTau,NoTau
6011,Had,Dl,NoTau,NoTau
6012,Dstarl,Dstarl,NoTau,NoTau
6013,Dstarstar_res,Had,NoTau,NoTau
6014,Dstarstar_res,Had,NoTau,NoTau
6015,Had,Dstarl,NoTau,NoTau
6016,Dstarstar_res,Dstarl,tau_e,NoTau
6017,Dstarl,Dl,NoTau,NoTau
6018,Dstarl,Dstarstar_res,NoTau,NoTau
6019,Dstarstar_res,Dstarl,NoTau,NoTau
6020,Had,Had,NoTau,NoTau
6021,Dstarl,Dstarl,NoTau,NoTau
6022,Dstarstar_res,Dstarstar_res,NoTau,NoTau
6023,Dstarl,Dstarl,NoTau,NoTau
6024,Dl,Had,NoTau,NoTau
6025,Dstarl,Had,NoTau,NoTau
6026,Had,Dstarl,NoTau,NoTau
6027,Dstarl,Dstarstar_res,NoTau,NoTau
6028,Had,Dstarl,NoTau,NoTau
6029,Dl,Dl,NoTau,NoTau
6030,Dl,Dstarl,NoTau,NoTau
6031,Dl,Had,NoTau,NoTau
6032,Dstarl,Dstarl,NoTau,NoTau
6033,Had,Dstarstar_res,NoTau,NoTau
6034,Dstarstar_res,Dl,NoTau,NoTau
6035,Dstarl,Dstarl,NoTau,NoTau
6036,Dstarstar_nonres,Dstartau,NoTau,tau_h
6037,Dstarl,Dl,NoTau,NoTau
6038,Dl,Had,NoTau,NoTau
6039,Had,Had,NoTau,NoTau
6040,Had,Dstarl,NoTau,NoTau
6041,Dl,Dstarstar_res,NoTau,NoTau
6042,Dstarstar_res,Had,NoTau,NoTau
6043,Dstarstar_res,Had,tau_mu,NoTau
6044,Dl,Had,NoTau,NoTau
6045,Had,Dl,NoTau,NoTau
6046,Had,Dstarl,NoTau,NoTau
6047,Had,Dl,NoTau,NoTau
6048,Had,Dstarstar_res,NoTau,NoTau
6049,Had,Dstarl,NoTau,NoTau
6050,Had,Had,NoTau,NoTau
6051,Had,Dstarstar_res,NoTau,NoTau
6052,Dstarl,Dstarl,NoTau,NoTau
6053,Dl,Dstarl,NoTau,NoTau
6054,Had,Dstarstar_res,NoTau,NoTau
6055,Dstarl,Dl,NoTau,NoTau
6056,Dstarstar_res,Dl,NoTau,NoTau
6057,Dstarl,Dtau,NoTau,tau_h
6058,Had,Dstarl,NoTau,NoTau
6059,Dstarl,Dstarl,NoTau,NoTau
6060,Dstarstar_res,Had,NoTau,NoTau
6061,Dstartau,Dstarl,tau_e,NoTau
6062,Dl,Had,NoTau,NoTau
6063,Dstarl,Dstarl,NoTau,NoTau
6064,Dstarl,Dl,NoTau,NoTau
6065,Had,Had,NoTau,NoTau
6066,Dl,Dstarl,NoTau,NoTau
6067,Dstarstar_res,Dl,NoTau,NoTau
6068,Dstarl,Dstarstar_nonres,NoTau,NoTau
6069,Dstarl,Had,NoTau,NoTau
6070,Dstartau,Dstartau,tau_h,tau_h
6071,Dstarl,Had,NoTau,NoTau
6072,Had,Dstarl,NoTau,NoTau
6073,Had,Dstarl,NoTau,NoTau
6074,Dstarl,Dl,NoTau,NoTau
6075,Had,Dstartau,NoTau,tau_e
6076,Had,Dstarl,NoTau,NoTau
6077,Dstarstar_res,Dstarl,NoTau,NoTau
6078,Had,Had,NoTau,NoTau
6079,Dl,Had,NoTau,NoTau
6080,Dstarl,Had,NoTau,NoTau
6081,Had,Dstarl,NoTau,NoTau
6082,Had,Dl,NoTau,NoTau
6083,Had,Had,NoTau,NoTau
6084,Dstarl,Had,NoTau,NoTau
6085,Dstarl,Had,NoTau,NoTau
6086,Had,Dstarl,NoTau,NoTau
6087,Dstarl,Dl,NoTau,NoTau
6088,Dl,Dstarl,NoTau,NoTau
6089,Dstarstar_res,Dstarstar_res,NoTau,NoTau
6090,Dstarl,Had,NoTau,NoTau
6091,Had,Dstarstar_res,NoTau,NoTau
6092,Dl,Had,NoTau,NoTau
6093,Dl,Had,NoTau,NoTau
6094,Dstarl,Dstarl,NoTau,NoTau
6095,Had,Dstarl,NoTau,NoTau
6096,Dstarl,Had,NoTau,NoTau
6097,Dl,Had,NoTau,NoTau
6098,Had,Had,NoTau,NoTau
6099,Dstarstar_res,Had,NoTau,NoTau
6100,Had,Dstarl,NoTau,NoTau
6101,Had,Had,NoTau,NoTau
6102,Dstarl,Had,NoTau,NoTau
6103,Had,Had,NoTau,NoTau
6104,Had,Dstarl,NoTau,NoTau
6105,Had,Dtau,NoTau,tau_e
6106,Dl,Had,NoTau,NoTau
6107,Had,Had,NoTau,NoTau
6108,Dstarl,Had,NoTau,NoTau
6109,Had,Dstarstar_res,NoTau,NoTau
6110,Dstarstar_res,Had,NoTau,NoTau
6111,Dstarstar_res,Had,NoTau,NoTau
6112,Had,Dstarl,NoTau,NoTau
6113,Dl,Dstarl,NoTau,NoTau
6114,Had,Dl,NoTau,NoTau
6115,Had,Dstarl,NoTau,NoTau
6116,Dstarl,Dstarstar_res,NoTau,NoTau
6117,Dstarl,Dstarl,NoTau,NoTau
6118,Dstarl,Dstarl,NoTau,NoTau
6119,Dstarl,Had,NoTau,NoTau
6120,Had,Dstarstar_res,NoTau,NoTau
6121,Had,Dstarl,NoTau,NoTau
6122,Dstarl,Dstarl,NoTau,NoTau
6123,Had,Dstarstar_res,NoTau,NoTau
6124,Dl,Had,NoTau,NoTau
6125,Had,Had,NoTau,NoTau
6126,Had,Dstarl,NoTau,NoTau
6127,Had,Had,NoTau,NoTau
6128,Dl,Dstarl,NoTau,NoTau
6129,Dstarl,Dstarstar_nonres,NoTau,NoTau
6130,Dstarl,Dl,NoTau,NoTau
6131,Dstarl,Dstarstar_res,NoTau,NoTau
6132,Dstarl,Had,NoTau,NoTau
6133,Had,Dstarl,NoTau,NoTau
6134,Dstarstar_res,Dstarl,NoTau,NoTau
6135,Dstartau,Dstarl,tau_h,NoTau
6136,Dstarstar_res,Had,NoTau,NoTau
6137,Dstarstar_nonres,Had,NoTau,NoTau
6138,Dl,Dstarl,NoTau,NoTau
6139,Dl,Dtau,NoTau,tau_h
6140,Dstarl,Dstarl,NoTau,NoTau
6141,Dstarl,Dl,NoTau,NoTau
6142,Dstarl,Dstarstar_nonres,NoTau,NoTau
6143,Dl,Had,NoTau,NoTau
6144,Dl,Dstartau,NoTau,tau_h
6145,Dstarstar_res,Dl,tau_h,NoTau
6146,Dtau,Had,tau_h,NoTau
6147,Had,Dstarl,NoTau,NoTau
6148,Dstarl,Dstarl,NoTau,NoTau
6149,Had,Dstarl,NoTau,NoTau
6150,Dstarl,Dstarl,NoTau,NoTau
6151,Had,Dstarstar_res,NoTau,NoTau
6152,Had,Dstarl,NoTau,NoTau
6153,Dl,Dstarl,NoTau,NoTau
6154,Dstarl,Dstarl,NoTau,NoTau
6155,Dl,Had,NoTau,NoTau
6156,Dl,Dstarl,NoTau,NoTau
6157,Had,Dstarstar_res,NoTau,NoTau
6158,Dl,Dstarstar_res,NoTau,NoTau
6159,Had,Dl,NoTau,NoTau
6160,Had,Dstarl,NoTau,NoTau
6161,Dstarstar_res,Had,NoTau,NoTau
6162,Dl,Had,NoTau,NoTau
6163,Dl,Dl,NoTau,NoTau
6164,Had,Dstarstar_res,NoTau,NoTau
6165,Dstarl,Dstarstar_res,NoTau,NoTau
6166,Dl,Had,NoTau,NoTau
6167,Dl,Dstarl,NoTau,NoTau
6168,Dstarl,Had,NoTau,NoTau
6169,Had,Dstartau,NoTau,tau_h
6170,Had,Dstarl,NoTau,NoTau
6171,Had,Dstarstar_res,NoTau,NoTau
6172,Dl,Dstarstar_res,NoTau,NoTau
6173,Had,Dl,NoTau,NoTau
6174,Dl,Dl,NoTau,NoTau
6175,Dstartau,Dstarl,tau_h,NoTau
6176,Dstarl,Dstarl,NoTau,NoTau
6177,Had,Dstarl,NoTau,NoTau
6178,Dl,Dstarl,NoTau,NoTau
6179,Dstarstar_res,Dstarl,NoTau,NoTau
6180,Had,Had,NoTau,NoTau
6181,Dstarl,Dstarl,NoTau,NoTau
6182,Had,Dstarl,NoTau,NoTau
6183,Dstarl,SL,NoTau,NoTau
6184,Dstarstar_nonres,Had,NoTau,NoTau
6185,Dstarl,Had,NoTau,NoTau
6186,Dl,Dl,NoTau,NoTau
6187,Dl,Dstarl,NoTau,NoTau
6188,Had,Dstarl,NoTau,NoTau
6189,Had,Dl,NoTau,NoTau
6190,Dstarl,Dl,NoTau,NoTau
6191,Dstarstar_res,Dstarl,NoTau,NoTau
6192,Had,Dstarstar_res,NoTau,tau_h
6193,Dl,Had,NoTau,NoTau
6194,Had,Had,NoTau,NoTau
6195,Had,Dstarl,NoTau,NoTau
6196,Dstarl,Dstarl,NoTau,NoTau
6197,Dstarstar_res,Dstarl,NoTau,NoTau
6198,Had,Had,NoTau,NoTau
6199,Dstarl,Had,NoTau,NoTau
6200,Dstarl,Dstarl,NoTau,NoTau
6201,Had,Dstarl,NoTau,NoTau
6202,Dstarl,Had,NoTau,NoTau
6203,Dstarl,Dl,NoTau,NoTau
6204,Dl,Had,NoTau,NoTau
6205,Dstarl,Dstarl,NoTau,NoTau
6206,Dstarl,Had,NoTau,NoTau
6207,Had,Dstarstar_res,NoTau,NoTau
6208,Had,Dstarl,NoTau,NoTau
6209,Had,Dl,NoTau,NoTau
6210,Had,Dstartau,NoTau,tau_h
6211,Dstarstar_res,Had,NoTau,NoTau
6212,Dstarl,Dstarl,NoTau,NoTau
6213,Dstarl,Dstarl,NoTau,NoTau
6214,Had,Dstarl,NoTau,NoTau
6215,Dl,Had,NoTau,NoTau
6216,Had,Dstarstar_res,NoTau,NoTau
6217,Dl,Dl,NoTau,NoTau
6218,Had,Dl,NoTau,NoTau
6219,Dstartau,Dstarl,tau_h,NoTau
6220,Dl,Had,NoTau,NoTau
6221,Had,Dl,NoTau,NoTau
6222,Dstarl,Dstarl,NoTau,NoTau
6223,Dl,Had,NoTau,NoTau
6224,Had,Dstarl,NoTau,NoTau
6225,Had,Dstarl,NoTau,NoTau
6226,Dstarl,Had,NoTau,NoTau
6227,Had,Dl,NoTau,NoTau
6228,Had,Had,NoTau,NoTau
6229,Dstarl,Had,NoTau,NoTau
6230,Dl,Had,NoTau,NoTau
6231,Dstarstar_res,Dl,NoTau,NoTau
6232,Had,Dstarl,NoTau,NoTau
6233,Had,Dstarl,NoTau,NoTau
6234,Dstarl,Dstarl,NoTau,NoTau
6235,Dstarl,Dstarl,NoTau,NoTau
6236,Had,Dl,NoTau,NoTau
6237,Had,Dstarl,NoTau,NoTau
6238,Dstarstar_res,Dstarl,NoTau,NoTau
6239,Dstarl,Dstarl,NoTau,NoTau
6240,Had,Dl,NoTau,NoTau
6241,Had,Dstarl,NoTau,NoTau
6242,Dstarl,Dstarl,NoTau,NoTau
6243,Dl,Dstarstar_res,NoTau,NoTau
6244,Dstarl,Dl,NoTau,NoTau
6245,Dstarl,Had,NoTau,NoTau
6246,Dstarl,Had,NoTau,NoTau
6247,Had,Dstarstar_res,NoTau,NoTau
6248,Dl,Had,NoTau,NoTau
6249,Dstarstar_res,Had,NoTau,NoTau
6250,Dstarl,Had,NoTau,NoTau
6251,Dstarl,Dstarstar_res,NoTau,NoTau
6252,Had,Dstarstar_res,NoTau,NoTau
6253,Dstarl,Had,NoTau,NoTau
6254,Dstarstar_res,Dstarl,NoTau,NoTau
6255,Had,Dstarl,NoTau,NoTau
6256,Dstarl,Dstarl,NoTau,NoTau
6257,Dstarstar_res,Had,tau_h,NoTau
6258,Dstarstar_res,Had,NoTau,NoTau
6259,Dstarl,Had,NoTau,NoTau
6260,Dstarstar_res,Had,NoTau,NoTau
6261,Dstarstar_res,Had,NoTau,NoTau
6262,Had,Dstarl,NoTau,NoTau
6263,Dstarl,Had,NoTau,NoTau
6264,Dstartau,Dstarl,tau_h,NoTau
6265,Dstarl,Dl,NoTau,NoTau
6266,Had,Dl,NoTau,NoTau
6267,Dstarstar_nonres,Had,NoTau,NoTau
6268,Had,Dstarl,NoTau,NoTau
6269,Dstarstar_res,Had,tau_h,NoTau
6270,Dstarl,Dstarl,NoTau,NoTau
6271,Dstarl,Dstarl,NoTau,NoTau
6272,Dl,Had,NoTau,NoTau
6273,Dstarl,Had,NoTau,NoTau
6274,Dl,Dstarl,NoTau,NoTau
6275,Had,Dstarstar_nonres,NoTau,NoTau
6276,Dstarstar_res,Dstarstar_res,NoTau,NoTau
6277,Dstarstar_res,Dl,NoTau,NoTau
6278,Dl,Dstarl,NoTau,NoTau
6279,Dstarl,Dstarl,NoTau,NoTau
6280,Dstarl,Dl,NoTau,NoTau
6281,Had,Dl,NoTau,NoTau
6282,Dstarl,Dl,NoTau,NoTau
6283,Dstarstar_res,Dl,NoTau,NoTau
6284,Dstarl,Dstarl,NoTau,NoTau
6285,Dstarl,Had,NoTau,NoTau
6286,Dtau,Had,tau_mu,NoTau
6287,Dstarstar_res,Had,NoTau,NoTau
6288,Dl,Dstarstar_res,NoTau,NoTau
6289,Had,Dstarl,NoTau,NoTau
6290,Dstarl,Dstarl,NoTau,NoTau
6291,Dstarl,Dstarl,NoTau,NoTau
6292,Had,Dstarl,NoTau,NoTau
6293,Dl,Dstarl,NoTau,NoTau
6294,Dl,Had,NoTau,NoTau
6295,Dstarl,Had,NoTau,NoTau
6296,Had,Had,NoTau,NoTau
6297,Dl,Dstartau,NoTau,tau_h
6298,Dstarstar_res,Dstarl,NoTau,NoTau
6299,Dl,Had,NoTau,NoTau
6300,Had,Had,NoTau,NoTau
6301,Had,Dstarl,NoTau,NoTau
6302,Dstarl,Dstarl,NoTau,NoTau
6303,Dstarl,Dstartau,NoTau,tau_h
6304,Dstarl,Had,NoTau,NoTau
6305,Dstarl,Had,NoTau,NoTau
6306,Dstarl,Dstarl,NoTau,NoTau
6307,Dstarl,Had,NoTau,NoTau
6308,Dstarl,Had,NoTau,NoTau
6309,Had,Dstarl,NoTau,NoTau
6310,Had,Dstarl,NoTau,NoTau
6311,Dl,Had,NoTau,NoTau
6312,Dstarl,Dstarl,NoTau,NoTau
6313,Dl,Had,NoTau,NoTau
6314,Had,Dstarstar_res,NoTau,NoTau
6315,Had,Dstarl,NoTau,NoTau
6316,Dl,Had,NoTau,NoTau
6317,Dstarl,Had,NoTau,NoTau
6318,Had,Dstarl,NoTau,NoTau
6319,Dstarl,Dstarl,NoTau,NoTau
6320,Had,Had,NoTau,NoTau
6321,Had,Dstarl,NoTau,NoTau
6322,Dl,Had,NoTau,NoTau
6323,Dl,Had,NoTau,NoTau
6324,Had,Dstarl,NoTau,NoTau
6325,Dstartau,Had,tau_h,NoTau
6326,Had,Dl,NoTau,NoTau
6327,Dstarl,Dstarl,NoTau,NoTau
6328,Dstarl,Dstarstar_nonres,NoTau,NoTau
6329,Dstarl,Had,NoTau,NoTau
6330,Had,Dl,NoTau,NoTau
6331,Dl,Had,NoTau,NoTau
6332,Dstarl,Had,NoTau,NoTau
6333,Dstarl,Had,NoTau,NoTau
6334,Dstarl,Dstarl,NoTau,NoTau
6335,Dstarl,Dstarstar_nonres,NoTau,NoTau
6336,Dstarstar_res,Dstarstar_res,NoTau,NoTau
6337,Had,Dstarl,NoTau,NoTau
6338,Dl,Dtau,NoTau,tau_h
6339,Dstarl,Dtau,NoTau,tau_h
6340,Dstarstar_res,Dl,NoTau,NoTau
6341,Had,Dstarstar_nonres,NoTau,NoTau
6342,Dl,Dstarstar_res,NoTau,NoTau
6343,Dstarl,Dl,NoTau,NoTau
6344,Had,Dstarl,NoTau,NoTau
6345,Dstarstar_nonres,Had,NoTau,NoTau
6346,Had,Dl,NoTau,NoTau
6347,Had,Had,NoTau,NoTau
6348,Dstarl,Had,NoTau,NoTau
6349,Dstarl,Dl,NoTau,NoTau
6350,Dl,Had,NoTau,NoTau
6351,Dl,Had,NoTau,NoTau
6352,Dstarl,Dstarl,NoTau,NoTau
6353,Had,Had,NoTau,NoTau
6354,Had,Had,NoTau,NoTau
6355,Dstartau,Dstarstar_res,tau_h,NoTau
6356,Had,Dstarl,NoTau,NoTau
6357,Dstarstar_nonres,Had,NoTau,NoTau
6358,Had,Dstarstar_nonres,NoTau,NoTau
6359,Had,Dstarstar_res,NoTau,NoTau
6360,Dstarl,Dstarl,NoTau,NoTau
6361,Had,Dstarl,NoTau,NoTau
6362,Dl,Dstarl,NoTau,NoTau
6363,Had,Dstarl,NoTau,NoTau
6364,Dstarl,Dstarl,NoTau,NoTau
6365,Dl,Dstarl,NoTau,NoTau
6366,Dstarl,Dstarl,NoTau,NoTau
6367,Dstarstar_res,Dstarl,NoTau,NoTau
6368,Dstarl,Dstarstar_res,NoTau,NoTau
6369,Dl,Dl,NoTau,NoTau
6370,Dstarl,Dstarl,NoTau,NoTau
6371,Dstarstar_res,Dstarstar_res,NoTau,NoTau
6372,Dstarstar_res,Dstarl,NoTau,NoTau
6373,Had,Dstarl,NoTau,NoTau
6374,Dstarl,Dstarl,NoTau,NoTau
6375,Had,Dstarl,NoTau,NoTau
6376,Dstarl,Dstarl,NoTau,NoTau
6377,Dl,Dstarstar_res,NoTau,NoTau
6378,Had,Had,NoTau,NoTau
6379,Dl,Had,NoTau,NoTau
6380,Dstarl,Had,NoTau,NoTau
6381,Dl,Had,NoTau,NoTau
6382,Had,Dl,NoTau,NoTau
6383,Dstarl,Had,NoTau,NoTau
6384,Dstarl,Dstarstar_res,NoTau,NoTau
6385,Dl,Dstarl,NoTau,NoTau
6386,Dl,Had,NoTau,NoTau
6387,Had,Had,NoTau,NoTau
6388,Dstarl,Had,NoTau,NoTau
6389,Had,Dstartau,NoTau,tau_h
6390,Had,Had,NoTau,NoTau
6391,Dstarl,Had,NoTau,NoTau
6392,Had,Had,NoTau,NoTau
6393,Had,Had,NoTau,NoTau
6394,Dstarl,Dstarl,NoTau,NoTau
6395,Dstarl,Had,NoTau,NoTau
6396,Dstarl,Dstarl,NoTau,NoTau
6397,Dstarl,Dl,NoTau,NoTau
6398,Had,Dstarstar_res,NoTau,NoTau
6399,Had,Dstarl,NoTau,NoTau
6400,Dstarl,Dstarl,NoTau,NoTau
6401,Had,Dstarl,NoTau,NoTau
6402,Dl,Dstarl,NoTau,NoTau
6403,Had,Had,NoTau,NoTau
6404,Dstarstar_res,Dstarl,NoTau,NoTau
6405,Had,Dstarstar_res,NoTau,NoTau
6406,Dstarl,Had,NoTau,NoTau
6407,Dl,Dl,NoTau,NoTau
6408,Had,Dl,NoTau,NoTau
6409,Dstarl,Had,NoTau,NoTau
6410,Dstarl,Dstarl,NoTau,NoTau
6411,Had,Dstarl,NoTau,NoTau
6412,Dstartau,Dl,tau_mu,NoTau
6413,Had,Dstarl,NoTau,NoTau
6414,Dl,Had,NoTau,NoTau
6415,Had,Had,NoTau,NoTau
6416,Had,Dstarl,NoTau,NoTau
6417,Dstarl,Had,NoTau,NoTau
6418,Dstarstar_nonres,Had,NoTau,NoTau
6419,Dstarl,Dstarl,NoTau,NoTau
6420,Dstarl,Had,NoTau,NoTau
6421,Dstarl,Dstarl,NoTau,NoTau
